concept_id,concept,prompt_id,prompt,attribute_id,attribute,attribute_values
47,a mailbox,281,a mailbox on a mountain peak.,211,Is there a flag on the mailbox?,"{'Yes', 'No'}"
47,a mailbox,281,a mailbox on a mountain peak.,244,"What style is the mailbox (traditional, modern, etc.)?","{'modern mailbox', 'traditional mailbox'}"
47,a mailbox,281,a mailbox on a mountain peak.,274,Does the mailbox show any signs of wear or damage?,"{'Yes', 'No'}"
48,a pot,282,a pot in a kitchen.,141,"What is the primary use of the pot, cooking or decoration?","{'cooking', 'decoration'}"
48,a pot,282,a pot in a kitchen.,176,Does the pot have a lid?,"{'Yes', 'No'}"
48,a pot,282,a pot in a kitchen.,212,What is the color of the pot?,"{'silver', 'green', 'beige', 'red', 'yellow', 'orange', 'purple', 'bronze', 'multicolored', 'black', 'pink', 'blue', 'brown', 'gold', 'gray', 'white'}"
48,a pot,282,a pot in a kitchen.,275,Does the pot have food in it?,"{'Yes', 'No'}"
48,a pot,283,a pot at a cooking shop.,141,"What is the primary use of the pot, cooking or decoration?","{'cooking', 'decoration'}"
48,a pot,283,a pot at a cooking shop.,176,Does the pot have a lid?,"{'Yes', 'No'}"
48,a pot,283,a pot at a cooking shop.,212,What is the color of the pot?,"{'silver', 'green', 'beige', 'red', 'yellow', 'orange', 'purple', 'bronze', 'multicolored', 'black', 'pink', 'blue', 'brown', 'gold', 'gray', 'white'}"
48,a pot,283,a pot at a cooking shop.,275,Does the pot have food in it?,"{'Yes', 'No'}"
48,a pot,284,a pot at a cooking class.,141,"What is the primary use of the pot, cooking or decoration?","{'cooking', 'decoration'}"
48,a pot,284,a pot at a cooking class.,176,Does the pot have a lid?,"{'Yes', 'No'}"
48,a pot,284,a pot at a cooking class.,212,What is the color of the pot?,"{'silver', 'green', 'beige', 'red', 'yellow', 'orange', 'purple', 'bronze', 'multicolored', 'black', 'pink', 'blue', 'brown', 'gold', 'gray', 'white'}"
48,a pot,284,a pot at a cooking class.,275,Does the pot have food in it?,"{'Yes', 'No'}"
48,a pot,285,a pot in a zero-gravity space station.,141,"What is the primary use of the pot, cooking or decoration?","{'cooking', 'decoration'}"
48,a pot,285,a pot in a zero-gravity space station.,176,Does the pot have a lid?,"{'Yes', 'No'}"
48,a pot,285,a pot in a zero-gravity space station.,212,What is the color of the pot?,"{'silver', 'green', 'beige', 'red', 'yellow', 'orange', 'purple', 'bronze', 'multicolored', 'black', 'pink', 'blue', 'brown', 'gold', 'gray', 'white'}"
48,a pot,285,a pot in a zero-gravity space station.,275,Does the pot have food in it?,"{'Yes', 'No'}"
48,a pot,286,a pot at a rock concert.,141,"What is the primary use of the pot, cooking or decoration?","{'cooking', 'decoration'}"
48,a pot,286,a pot at a rock concert.,176,Does the pot have a lid?,"{'Yes', 'No'}"
48,a pot,286,a pot at a rock concert.,212,What is the color of the pot?,"{'silver', 'green', 'beige', 'red', 'yellow', 'orange', 'purple', 'bronze', 'multicolored', 'black', 'pink', 'blue', 'brown', 'gold', 'gray', 'white'}"
48,a pot,286,a pot at a rock concert.,275,Does the pot have food in it?,"{'Yes', 'No'}"
48,a pot,287,a pot in an ancient burial tomb.,141,"What is the primary use of the pot, cooking or decoration?","{'cooking', 'decoration'}"
48,a pot,287,a pot in an ancient burial tomb.,176,Does the pot have a lid?,"{'Yes', 'No'}"
48,a pot,287,a pot in an ancient burial tomb.,212,What is the color of the pot?,"{'silver', 'green', 'beige', 'red', 'yellow', 'orange', 'purple', 'bronze', 'multicolored', 'black', 'pink', 'blue', 'brown', 'gold', 'gray', 'white'}"
48,a pot,287,a pot in an ancient burial tomb.,275,Does the pot have food in it?,"{'Yes', 'No'}"
49,a pillow,288,a pillow in a bedroom.,142,What color is the pillow?,"{'yellow', 'black', 'orange', 'purple', 'green', 'gray', 'pink', 'red', 'beige', 'multicolored', 'blue', 'brown', 'white'}"
49,a pillow,288,a pillow in a bedroom.,177,What shape is the pillow?,"{'rectangular pillow', 'round pillow', 'u-shaped travel pillow', 'square pillow'}"
49,a pillow,288,a pillow in a bedroom.,213,Does the pillow have any patterns or designs on it?,"{'Yes', 'No'}"
49,a pillow,288,a pillow in a bedroom.,246,Does the pillow appear clean or dirty?,"{'dirty', 'clean'}"
49,a pillow,289,a pillow in a furniture store.,142,What color is the pillow?,"{'yellow', 'black', 'orange', 'purple', 'green', 'gray', 'pink', 'red', 'beige', 'multicolored', 'blue', 'brown', 'white'}"
49,a pillow,289,a pillow in a furniture store.,177,What shape is the pillow?,"{'rectangular pillow', 'round pillow', 'u-shaped travel pillow', 'square pillow'}"
49,a pillow,289,a pillow in a furniture store.,213,Does the pillow have any patterns or designs on it?,"{'Yes', 'No'}"
49,a pillow,289,a pillow in a furniture store.,246,Does the pillow appear clean or dirty?,"{'dirty', 'clean'}"
49,a pillow,290,a pillow in a hotel room.,142,What color is the pillow?,"{'yellow', 'black', 'orange', 'purple', 'green', 'gray', 'pink', 'red', 'beige', 'multicolored', 'blue', 'brown', 'white'}"
49,a pillow,290,a pillow in a hotel room.,177,What shape is the pillow?,"{'rectangular pillow', 'round pillow', 'u-shaped travel pillow', 'square pillow'}"
49,a pillow,290,a pillow in a hotel room.,213,Does the pillow have any patterns or designs on it?,"{'Yes', 'No'}"
49,a pillow,290,a pillow in a hotel room.,246,Does the pillow appear clean or dirty?,"{'dirty', 'clean'}"
49,a pillow,291,a pillow on the summit of Mount Everest.,142,What color is the pillow?,"{'yellow', 'black', 'orange', 'purple', 'green', 'gray', 'pink', 'red', 'beige', 'multicolored', 'blue', 'brown', 'white'}"
49,a pillow,291,a pillow on the summit of Mount Everest.,177,What shape is the pillow?,"{'rectangular pillow', 'round pillow', 'u-shaped travel pillow', 'square pillow'}"
49,a pillow,291,a pillow on the summit of Mount Everest.,213,Does the pillow have any patterns or designs on it?,"{'Yes', 'No'}"
49,a pillow,291,a pillow on the summit of Mount Everest.,246,Does the pillow appear clean or dirty?,"{'dirty', 'clean'}"
49,a pillow,292,a pillow in a haunted house.,142,What color is the pillow?,"{'yellow', 'black', 'orange', 'purple', 'green', 'gray', 'pink', 'red', 'beige', 'multicolored', 'blue', 'brown', 'white'}"
49,a pillow,292,a pillow in a haunted house.,177,What shape is the pillow?,"{'rectangular pillow', 'round pillow', 'u-shaped travel pillow', 'square pillow'}"
49,a pillow,292,a pillow in a haunted house.,213,Does the pillow have any patterns or designs on it?,"{'Yes', 'No'}"
49,a pillow,292,a pillow in a haunted house.,246,Does the pillow appear clean or dirty?,"{'dirty', 'clean'}"
49,a pillow,293,a pillow inside a particle accelerator.,142,What color is the pillow?,"{'yellow', 'black', 'orange', 'purple', 'green', 'gray', 'pink', 'red', 'beige', 'multicolored', 'blue', 'brown', 'white'}"
49,a pillow,293,a pillow inside a particle accelerator.,177,What shape is the pillow?,"{'rectangular pillow', 'round pillow', 'u-shaped travel pillow', 'square pillow'}"
49,a pillow,293,a pillow inside a particle accelerator.,213,Does the pillow have any patterns or designs on it?,"{'Yes', 'No'}"
49,a pillow,293,a pillow inside a particle accelerator.,246,Does the pillow appear clean or dirty?,"{'dirty', 'clean'}"
50,a pool,294,a pool in a backyard.,143,Is the pool indoor or outdoor?,"{'indoor pool', 'outdoor pool'}"
50,a pool,294,a pool in a backyard.,178,Is there anyone swimming in the pool?,"{'Yes', 'No'}"
50,a pool,294,a pool in a backyard.,214,What color is the water in the pool?,"{'reflective like a mirror', 'black', 'clear', 'green', 'blue', 'brown'}"
50,a pool,294,a pool in a backyard.,247,What shape is the pool?,"{'circular', 'square', 'rectangular', 'oval', 'round'}"
50,a pool,295,a pool at a gym.,143,Is the pool indoor or outdoor?,"{'indoor pool', 'outdoor pool'}"
50,a pool,295,a pool at a gym.,178,Is there anyone swimming in the pool?,"{'Yes', 'No'}"
50,a pool,295,a pool at a gym.,214,What color is the water in the pool?,"{'reflective like a mirror', 'black', 'clear', 'green', 'blue', 'brown'}"
50,a pool,295,a pool at a gym.,247,What shape is the pool?,"{'circular', 'square', 'rectangular', 'oval', 'round'}"
50,a pool,296,a pool in a public park.,143,Is the pool indoor or outdoor?,"{'indoor pool', 'outdoor pool'}"
50,a pool,296,a pool in a public park.,178,Is there anyone swimming in the pool?,"{'Yes', 'No'}"
50,a pool,296,a pool in a public park.,214,What color is the water in the pool?,"{'reflective like a mirror', 'black', 'clear', 'green', 'blue', 'brown'}"
50,a pool,296,a pool in a public park.,247,What shape is the pool?,"{'circular', 'square', 'rectangular', 'oval', 'round'}"
50,a pool,297,a pool in a desert mirage.,143,Is the pool indoor or outdoor?,"{'indoor pool', 'outdoor pool'}"
50,a pool,297,a pool in a desert mirage.,178,Is there anyone swimming in the pool?,"{'Yes', 'No'}"
50,a pool,297,a pool in a desert mirage.,214,What color is the water in the pool?,"{'reflective like a mirror', 'black', 'clear', 'green', 'blue', 'brown'}"
50,a pool,297,a pool in a desert mirage.,247,What shape is the pool?,"{'circular', 'square', 'rectangular', 'oval', 'round'}"
50,a pool,298,a pool in a virtual reality simulation.,143,Is the pool indoor or outdoor?,"{'indoor pool', 'outdoor pool'}"
50,a pool,298,a pool in a virtual reality simulation.,178,Is there anyone swimming in the pool?,"{'Yes', 'No'}"
50,a pool,298,a pool in a virtual reality simulation.,214,What color is the water in the pool?,"{'reflective like a mirror', 'black', 'clear', 'green', 'blue', 'brown'}"
50,a pool,298,a pool in a virtual reality simulation.,247,What shape is the pool?,"{'circular', 'square', 'rectangular', 'oval', 'round'}"
50,a pool,299,a pool inside an active volcano.,143,Is the pool indoor or outdoor?,"{'indoor pool', 'outdoor pool'}"
50,a pool,299,a pool inside an active volcano.,178,Is there anyone swimming in the pool?,"{'Yes', 'No'}"
50,a pool,299,a pool inside an active volcano.,214,What color is the water in the pool?,"{'reflective like a mirror', 'black', 'clear', 'green', 'blue', 'brown'}"
50,a pool,299,a pool inside an active volcano.,247,What shape is the pool?,"{'circular', 'square', 'rectangular', 'oval', 'round'}"
51,a popsicle,300,a popsicle in a grocery store freezer.,144,What color is the popsicle?,"{'yellow', 'orange', 'black', 'purple', 'green', 'pink', 'red', 'multicolored', 'blue', 'brown', 'white'}"
51,a popsicle,300,a popsicle in a grocery store freezer.,179,Is the popsicle still frozen or is it melting?,"{'melting', 'still frozen'}"
51,a popsicle,300,a popsicle in a grocery store freezer.,248,Is the popsicle eaten?,"{'Yes', 'No'}"
51,a popsicle,301,a popsicle at a beach kiosk.,144,What color is the popsicle?,"{'yellow', 'orange', 'black', 'purple', 'green', 'pink', 'red', 'multicolored', 'blue', 'brown', 'white'}"
51,a popsicle,301,a popsicle at a beach kiosk.,179,Is the popsicle still frozen or is it melting?,"{'melting', 'still frozen'}"
51,a popsicle,301,a popsicle at a beach kiosk.,248,Is the popsicle eaten?,"{'Yes', 'No'}"
51,a popsicle,302,a popsicle in a school cafeteria.,144,What color is the popsicle?,"{'yellow', 'orange', 'black', 'purple', 'green', 'pink', 'red', 'multicolored', 'blue', 'brown', 'white'}"
51,a popsicle,302,a popsicle in a school cafeteria.,179,Is the popsicle still frozen or is it melting?,"{'melting', 'still frozen'}"
51,a popsicle,302,a popsicle in a school cafeteria.,248,Is the popsicle eaten?,"{'Yes', 'No'}"
51,a popsicle,303,a popsicle in a sauna during a heat wave.,144,What color is the popsicle?,"{'yellow', 'orange', 'black', 'purple', 'green', 'pink', 'red', 'multicolored', 'blue', 'brown', 'white'}"
51,a popsicle,303,a popsicle in a sauna during a heat wave.,179,Is the popsicle still frozen or is it melting?,"{'melting', 'still frozen'}"
51,a popsicle,303,a popsicle in a sauna during a heat wave.,248,Is the popsicle eaten?,"{'Yes', 'No'}"
51,a popsicle,304,a popsicle in an antarctic ice core drilling site.,144,What color is the popsicle?,"{'yellow', 'orange', 'black', 'purple', 'green', 'pink', 'red', 'multicolored', 'blue', 'brown', 'white'}"
51,a popsicle,304,a popsicle in an antarctic ice core drilling site.,179,Is the popsicle still frozen or is it melting?,"{'melting', 'still frozen'}"
51,a popsicle,304,a popsicle in an antarctic ice core drilling site.,248,Is the popsicle eaten?,"{'Yes', 'No'}"
51,a popsicle,305,a popsicle inside a geothermal spring.,144,What color is the popsicle?,"{'yellow', 'orange', 'black', 'purple', 'green', 'pink', 'red', 'multicolored', 'blue', 'brown', 'white'}"
51,a popsicle,305,a popsicle inside a geothermal spring.,179,Is the popsicle still frozen or is it melting?,"{'melting', 'still frozen'}"
51,a popsicle,305,a popsicle inside a geothermal spring.,248,Is the popsicle eaten?,"{'Yes', 'No'}"
52,a pretzel,306,a pretzel at a snack bar.,145,Is the pretzel eaten?,"{'Yes', 'No'}"
52,a pretzel,306,a pretzel at a snack bar.,180,What shape is the pretzel?,"{'stick shape', 'round shape', 'square shape', 'traditional twisted knot shape'}"
52,a pretzel,306,a pretzel at a snack bar.,216,What color is the pretzel?,"{'yellow', 'golden', 'brown'}"
52,a pretzel,306,a pretzel at a snack bar.,249,Are there toppings on the pretzel?,"{'Yes', 'No'}"
52,a pretzel,307,a pretzel in a bakery.,145,Is the pretzel eaten?,"{'Yes', 'No'}"
52,a pretzel,307,a pretzel in a bakery.,180,What shape is the pretzel?,"{'stick shape', 'round shape', 'square shape', 'traditional twisted knot shape'}"
52,a pretzel,307,a pretzel in a bakery.,216,What color is the pretzel?,"{'yellow', 'golden', 'brown'}"
52,a pretzel,307,a pretzel in a bakery.,249,Are there toppings on the pretzel?,"{'Yes', 'No'}"
52,a pretzel,308,a pretzel at a sports stadium.,145,Is the pretzel eaten?,"{'Yes', 'No'}"
52,a pretzel,308,a pretzel at a sports stadium.,180,What shape is the pretzel?,"{'stick shape', 'round shape', 'square shape', 'traditional twisted knot shape'}"
52,a pretzel,308,a pretzel at a sports stadium.,216,What color is the pretzel?,"{'yellow', 'golden', 'brown'}"
52,a pretzel,308,a pretzel at a sports stadium.,249,Are there toppings on the pretzel?,"{'Yes', 'No'}"
52,a pretzel,309,a pretzel inside a clean room for spacecraft assembly.,145,Is the pretzel eaten?,"{'Yes', 'No'}"
52,a pretzel,309,a pretzel inside a clean room for spacecraft assembly.,180,What shape is the pretzel?,"{'stick shape', 'round shape', 'square shape', 'traditional twisted knot shape'}"
52,a pretzel,309,a pretzel inside a clean room for spacecraft assembly.,216,What color is the pretzel?,"{'yellow', 'golden', 'brown'}"
52,a pretzel,309,a pretzel inside a clean room for spacecraft assembly.,249,Are there toppings on the pretzel?,"{'Yes', 'No'}"
52,a pretzel,310,a pretzel at the summit of K2.,145,Is the pretzel eaten?,"{'Yes', 'No'}"
52,a pretzel,310,a pretzel at the summit of K2.,180,What shape is the pretzel?,"{'stick shape', 'round shape', 'square shape', 'traditional twisted knot shape'}"
52,a pretzel,310,a pretzel at the summit of K2.,216,What color is the pretzel?,"{'yellow', 'golden', 'brown'}"
52,a pretzel,310,a pretzel at the summit of K2.,249,Are there toppings on the pretzel?,"{'Yes', 'No'}"
52,a pretzel,311,a pretzel underwater in a shark cage.,145,Is the pretzel eaten?,"{'Yes', 'No'}"
52,a pretzel,311,a pretzel underwater in a shark cage.,180,What shape is the pretzel?,"{'stick shape', 'round shape', 'square shape', 'traditional twisted knot shape'}"
52,a pretzel,311,a pretzel underwater in a shark cage.,216,What color is the pretzel?,"{'yellow', 'golden', 'brown'}"
52,a pretzel,311,a pretzel underwater in a shark cage.,249,Are there toppings on the pretzel?,"{'Yes', 'No'}"
53,a princess,312,a princess in a castle.,146,Is the princess wearing a crown or tiara?,"{'Yes', 'No'}"
53,a princess,312,a princess in a castle.,181,Is the princess wearing a dress?,"{'Yes', 'No'}"
53,a princess,312,a princess in a castle.,217,Does the princess appear in a fairy tale setting?,"{'Yes', 'No'}"
53,a princess,312,a princess in a castle.,250,What is the skin color of the princess?,"{'dark', 'olive', 'yellow', 'brown', 'white'}"
53,a princess,312,a princess in a castle.,276,What kind of hairstyle does the princess have?,"{'braided hair', 'straight hair', 'ponytail hairstyle', 'curly hair'}"
53,a princess,313,a princess in a storybook.,146,Is the princess wearing a crown or tiara?,"{'Yes', 'No'}"
53,a princess,313,a princess in a storybook.,181,Is the princess wearing a dress?,"{'Yes', 'No'}"
53,a princess,313,a princess in a storybook.,217,Does the princess appear in a fairy tale setting?,"{'Yes', 'No'}"
53,a princess,313,a princess in a storybook.,250,What is the skin color of the princess?,"{'dark', 'olive', 'yellow', 'brown', 'white'}"
53,a princess,313,a princess in a storybook.,276,What kind of hairstyle does the princess have?,"{'braided hair', 'straight hair', 'ponytail hairstyle', 'curly hair'}"
53,a princess,314,a princess at a children’s party.,146,Is the princess wearing a crown or tiara?,"{'Yes', 'No'}"
53,a princess,314,a princess at a children’s party.,181,Is the princess wearing a dress?,"{'Yes', 'No'}"
53,a princess,314,a princess at a children’s party.,217,Does the princess appear in a fairy tale setting?,"{'Yes', 'No'}"
53,a princess,314,a princess at a children’s party.,250,What is the skin color of the princess?,"{'dark', 'olive', 'yellow', 'brown', 'white'}"
53,a princess,314,a princess at a children’s party.,276,What kind of hairstyle does the princess have?,"{'braided hair', 'straight hair', 'ponytail hairstyle', 'curly hair'}"
53,a princess,315,a princess in the control room of a nuclear reactor.,146,Is the princess wearing a crown or tiara?,"{'Yes', 'No'}"
53,a princess,315,a princess in the control room of a nuclear reactor.,181,Is the princess wearing a dress?,"{'Yes', 'No'}"
53,a princess,315,a princess in the control room of a nuclear reactor.,217,Does the princess appear in a fairy tale setting?,"{'Yes', 'No'}"
53,a princess,315,a princess in the control room of a nuclear reactor.,250,What is the skin color of the princess?,"{'dark', 'olive', 'yellow', 'brown', 'white'}"
53,a princess,315,a princess in the control room of a nuclear reactor.,276,What kind of hairstyle does the princess have?,"{'braided hair', 'straight hair', 'ponytail hairstyle', 'curly hair'}"
53,a princess,316,a princess during a spacewalk.,146,Is the princess wearing a crown or tiara?,"{'Yes', 'No'}"
53,a princess,316,a princess during a spacewalk.,181,Is the princess wearing a dress?,"{'Yes', 'No'}"
53,a princess,316,a princess during a spacewalk.,217,Does the princess appear in a fairy tale setting?,"{'Yes', 'No'}"
53,a princess,316,a princess during a spacewalk.,250,What is the skin color of the princess?,"{'dark', 'olive', 'yellow', 'brown', 'white'}"
53,a princess,316,a princess during a spacewalk.,276,What kind of hairstyle does the princess have?,"{'braided hair', 'straight hair', 'ponytail hairstyle', 'curly hair'}"
53,a princess,317,a princess on a battlefield.,146,Is the princess wearing a crown or tiara?,"{'Yes', 'No'}"
53,a princess,317,a princess on a battlefield.,181,Is the princess wearing a dress?,"{'Yes', 'No'}"
53,a princess,317,a princess on a battlefield.,217,Does the princess appear in a fairy tale setting?,"{'Yes', 'No'}"
53,a princess,317,a princess on a battlefield.,250,What is the skin color of the princess?,"{'dark', 'olive', 'yellow', 'brown', 'white'}"
53,a princess,317,a princess on a battlefield.,276,What kind of hairstyle does the princess have?,"{'braided hair', 'straight hair', 'ponytail hairstyle', 'curly hair'}"
54,a refrigerator,318,a refrigerator in a kitchen.,147,What color is the refrigerator?,"{'yellow', 'black', 'brown', 'silver', 'green', 'gray', 'beige', 'red', 'blue', 'white'}"
54,a refrigerator,318,a refrigerator in a kitchen.,182,"Is the refrigerator of a single-door, double-door, side-by-side, or some other style?","{'single-door refrigerator', 'double-door refrigerator', 'walk-in refrigerator', 'side-by-side refrigerator', 'compact refrigerator'}"
54,a refrigerator,318,a refrigerator in a kitchen.,218,Does the refrigerator have a traditional or modern design?,"{'traditional design', 'modern design'}"
54,a refrigerator,319,a refrigerator in an appliance store.,147,What color is the refrigerator?,"{'yellow', 'black', 'brown', 'silver', 'green', 'gray', 'beige', 'red', 'blue', 'white'}"
54,a refrigerator,319,a refrigerator in an appliance store.,182,"Is the refrigerator of a single-door, double-door, side-by-side, or some other style?","{'single-door refrigerator', 'double-door refrigerator', 'walk-in refrigerator', 'side-by-side refrigerator', 'compact refrigerator'}"
54,a refrigerator,319,a refrigerator in an appliance store.,218,Does the refrigerator have a traditional or modern design?,"{'traditional design', 'modern design'}"
54,a refrigerator,320,a refrigerator in a restaurant.,147,What color is the refrigerator?,"{'yellow', 'black', 'brown', 'silver', 'green', 'gray', 'beige', 'red', 'blue', 'white'}"
54,a refrigerator,320,a refrigerator in a restaurant.,182,"Is the refrigerator of a single-door, double-door, side-by-side, or some other style?","{'single-door refrigerator', 'double-door refrigerator', 'walk-in refrigerator', 'side-by-side refrigerator', 'compact refrigerator'}"
54,a refrigerator,320,a refrigerator in a restaurant.,218,Does the refrigerator have a traditional or modern design?,"{'traditional design', 'modern design'}"
54,a refrigerator,321,a refrigerator in an ancient pyramid.,147,What color is the refrigerator?,"{'yellow', 'black', 'brown', 'silver', 'green', 'gray', 'beige', 'red', 'blue', 'white'}"
54,a refrigerator,321,a refrigerator in an ancient pyramid.,182,"Is the refrigerator of a single-door, double-door, side-by-side, or some other style?","{'single-door refrigerator', 'double-door refrigerator', 'walk-in refrigerator', 'side-by-side refrigerator', 'compact refrigerator'}"
54,a refrigerator,321,a refrigerator in an ancient pyramid.,218,Does the refrigerator have a traditional or modern design?,"{'traditional design', 'modern design'}"
54,a refrigerator,322,a refrigerator atop a high-speed roller coaster.,147,What color is the refrigerator?,"{'yellow', 'black', 'brown', 'silver', 'green', 'gray', 'beige', 'red', 'blue', 'white'}"
54,a refrigerator,322,a refrigerator atop a high-speed roller coaster.,182,"Is the refrigerator of a single-door, double-door, side-by-side, or some other style?","{'single-door refrigerator', 'double-door refrigerator', 'walk-in refrigerator', 'side-by-side refrigerator', 'compact refrigerator'}"
54,a refrigerator,322,a refrigerator atop a high-speed roller coaster.,218,Does the refrigerator have a traditional or modern design?,"{'traditional design', 'modern design'}"
54,a refrigerator,323,a refrigerator during a medieval battle reenactment.,147,What color is the refrigerator?,"{'yellow', 'black', 'brown', 'silver', 'green', 'gray', 'beige', 'red', 'blue', 'white'}"
54,a refrigerator,323,a refrigerator during a medieval battle reenactment.,182,"Is the refrigerator of a single-door, double-door, side-by-side, or some other style?","{'single-door refrigerator', 'double-door refrigerator', 'walk-in refrigerator', 'side-by-side refrigerator', 'compact refrigerator'}"
54,a refrigerator,323,a refrigerator during a medieval battle reenactment.,218,Does the refrigerator have a traditional or modern design?,"{'traditional design', 'modern design'}"
55,a rope,324,a rope in a hardware store.,148,What color is the rope?,"{'yellow', 'black', 'orange', 'gold', 'purple', 'green', 'gray', 'pink', 'red', 'silver', 'multicolored', 'blue', 'brown', 'white'}"
55,a rope,324,a rope in a hardware store.,219,"Is the rope coiled, knotted, or stretched straight in the image?","{'coiled', 'stretched straight', 'knotted'}"
55,a rope,325,a rope on a sailing boat.,148,What color is the rope?,"{'yellow', 'black', 'orange', 'gold', 'purple', 'green', 'gray', 'pink', 'red', 'silver', 'multicolored', 'blue', 'brown', 'white'}"
55,a rope,325,a rope on a sailing boat.,219,"Is the rope coiled, knotted, or stretched straight in the image?","{'coiled', 'stretched straight', 'knotted'}"
55,a rope,326,a rope at a climbing gym.,148,What color is the rope?,"{'yellow', 'black', 'orange', 'gold', 'purple', 'green', 'gray', 'pink', 'red', 'silver', 'multicolored', 'blue', 'brown', 'white'}"
55,a rope,326,a rope at a climbing gym.,219,"Is the rope coiled, knotted, or stretched straight in the image?","{'coiled', 'stretched straight', 'knotted'}"
55,a rope,327,a rope inside a silicon chip fabrication lab.,148,What color is the rope?,"{'yellow', 'black', 'orange', 'gold', 'purple', 'green', 'gray', 'pink', 'red', 'silver', 'multicolored', 'blue', 'brown', 'white'}"
55,a rope,327,a rope inside a silicon chip fabrication lab.,219,"Is the rope coiled, knotted, or stretched straight in the image?","{'coiled', 'stretched straight', 'knotted'}"
55,a rope,328,a rope in a magnetic resonance imaging (MRI) room.,148,What color is the rope?,"{'yellow', 'black', 'orange', 'gold', 'purple', 'green', 'gray', 'pink', 'red', 'silver', 'multicolored', 'blue', 'brown', 'white'}"
55,a rope,328,a rope in a magnetic resonance imaging (MRI) room.,219,"Is the rope coiled, knotted, or stretched straight in the image?","{'coiled', 'stretched straight', 'knotted'}"
55,a rope,329,a rope at a formal state dinner.,148,What color is the rope?,"{'yellow', 'black', 'orange', 'gold', 'purple', 'green', 'gray', 'pink', 'red', 'silver', 'multicolored', 'blue', 'brown', 'white'}"
55,a rope,329,a rope at a formal state dinner.,219,"Is the rope coiled, knotted, or stretched straight in the image?","{'coiled', 'stretched straight', 'knotted'}"
56,a cookie,330,a cookie in a bakery.,149,What shape is the cookie?,"{'gingerbread man', 'Christmas tree', 'flower', 'rectangular', 'heart', 'star', 'circle', 'animal shapes (e.g., bear, elephant)', 'square', 'triangle', 'round'}"
56,a cookie,330,a cookie in a bakery.,184,Does the cookie have chocolate chips?,"{'Yes', 'No'}"
56,a cookie,330,a cookie in a bakery.,220,Is the cookie part of a larger set or displayed alone?,"{'The cookie is part of a larger set', 'The cookie is displayed alone'}"
56,a cookie,330,a cookie in a bakery.,252,Is the cookie intact or has it been bitten into or broken?,"{'The cookie is broken or has been bitten into', 'The cookie is intact'}"
56,a cookie,330,a cookie in a bakery.,278,What is the color of the cookie?,"{'yellow', 'black', 'multi-colored', 'orange', 'beige', 'green', 'red', 'golden', 'blue', 'brown', 'white'}"
56,a cookie,331,a cookie fresh out of the oven.,149,What shape is the cookie?,"{'gingerbread man', 'Christmas tree', 'flower', 'rectangular', 'heart', 'star', 'circle', 'animal shapes (e.g., bear, elephant)', 'square', 'triangle', 'round'}"
56,a cookie,331,a cookie fresh out of the oven.,184,Does the cookie have chocolate chips?,"{'Yes', 'No'}"
56,a cookie,331,a cookie fresh out of the oven.,220,Is the cookie part of a larger set or displayed alone?,"{'The cookie is part of a larger set', 'The cookie is displayed alone'}"
56,a cookie,331,a cookie fresh out of the oven.,252,Is the cookie intact or has it been bitten into or broken?,"{'The cookie is broken or has been bitten into', 'The cookie is intact'}"
56,a cookie,331,a cookie fresh out of the oven.,278,What is the color of the cookie?,"{'yellow', 'black', 'multi-colored', 'orange', 'beige', 'green', 'red', 'golden', 'blue', 'brown', 'white'}"
56,a cookie,332,a cookie in a school lunchroom.,149,What shape is the cookie?,"{'gingerbread man', 'Christmas tree', 'flower', 'rectangular', 'heart', 'star', 'circle', 'animal shapes (e.g., bear, elephant)', 'square', 'triangle', 'round'}"
56,a cookie,332,a cookie in a school lunchroom.,184,Does the cookie have chocolate chips?,"{'Yes', 'No'}"
56,a cookie,332,a cookie in a school lunchroom.,220,Is the cookie part of a larger set or displayed alone?,"{'The cookie is part of a larger set', 'The cookie is displayed alone'}"
56,a cookie,332,a cookie in a school lunchroom.,252,Is the cookie intact or has it been bitten into or broken?,"{'The cookie is broken or has been bitten into', 'The cookie is intact'}"
56,a cookie,332,a cookie in a school lunchroom.,278,What is the color of the cookie?,"{'yellow', 'black', 'multi-colored', 'orange', 'beige', 'green', 'red', 'golden', 'blue', 'brown', 'white'}"
56,a cookie,333,a cookie in an operating room.,149,What shape is the cookie?,"{'gingerbread man', 'Christmas tree', 'flower', 'rectangular', 'heart', 'star', 'circle', 'animal shapes (e.g., bear, elephant)', 'square', 'triangle', 'round'}"
56,a cookie,333,a cookie in an operating room.,184,Does the cookie have chocolate chips?,"{'Yes', 'No'}"
56,a cookie,333,a cookie in an operating room.,220,Is the cookie part of a larger set or displayed alone?,"{'The cookie is part of a larger set', 'The cookie is displayed alone'}"
56,a cookie,333,a cookie in an operating room.,252,Is the cookie intact or has it been bitten into or broken?,"{'The cookie is broken or has been bitten into', 'The cookie is intact'}"
56,a cookie,333,a cookie in an operating room.,278,What is the color of the cookie?,"{'yellow', 'black', 'multi-colored', 'orange', 'beige', 'green', 'red', 'golden', 'blue', 'brown', 'white'}"
56,a cookie,334,a cookie during a scuba dive.,149,What shape is the cookie?,"{'gingerbread man', 'Christmas tree', 'flower', 'rectangular', 'heart', 'star', 'circle', 'animal shapes (e.g., bear, elephant)', 'square', 'triangle', 'round'}"
